Index,links,meta
10,https://en.wikipedia.org/wiki/2017_ITTF_World_Tour,",{'og': {'title': '2017 ITTF World Tour - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': '2017 ITTF World Tour - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': '2017 ITTF World Tour - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/2017_ITTF_World_Tour'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/2017_ITTF_World_Tour', 'url_actual': 'https://en.wikipedia.org/wiki/2017_ITTF_World_Tour', 'encoding': 'utf-8'}, '_v': 1}"
11,https://en.wikipedia.org/wiki/2022_Crimean_Bridge_explosion,",{'og': {'image': 'https://upload.wikimedia.org/wikipedia/en/8/83/%D0%92%D0%B8%D0%B1%D1%83%D1%85-%D0%BA%D1%80%D0%B8%D0%BC%D1%81%D1%8C%D0%BA%D0%B8%D0%B9-%D0%BC%D1%96%D1%81%D1%82.png', 'image:width': ['1200', '800', '640'], 'image:height': ['800', '533', '427'], 'title': '2022 Crimean Bridge explosion - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': 'https://upload.wikimedia.org/wikipedia/en/8/83/%D0%92%D0%B8%D0%B1%D1%83%D1%85-%D0%BA%D1%80%D0%B8%D0%BC%D1%81%D1%8C%D0%BA%D0%B8%D0%B9-%D0%BC%D1%96%D1%81%D1%82.png', 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['800', '533', '427'], 'viewport': 'width=1000', 'og:title': '2022 Crimean Bridge explosion - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': '2022 Crimean Bridge explosion - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/2022_Crimean_Bridge_explosion'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/2022_Crimean_Bridge_explosion', 'url_actual': 'https://en.wikipedia.org/wiki/2022_Crimean_Bridge_explosion', 'encoding': 'utf-8'}, '_v': 1}"
12,https://en.wikipedia.org/wiki/2022_Indonesia_Masters_Super_100,",{'og': {'title': '2022 Indonesia Masters Super 100 - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': '2022 Indonesia Masters Super 100 - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': '2022 Indonesia Masters Super 100 - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/2022_Indonesia_Masters_Super_100'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/2022_Indonesia_Masters_Super_100', 'url_actual': 'https://en.wikipedia.org/wiki/2022_Indonesia_Masters_Super_100', 'encoding': 'utf-8'}, '_v': 1}"
13,https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/1200px-2022_Russian_invasion_of_Ukraine.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/800px-2022_Russian_invasion_of_Ukraine.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/640px-2022_Russian_invasion_of_Ukraine.svg.png'], 'image:width': ['1200', '800', '640'], 'image:height': ['807', '538', '430'], 'title': '2022 Russian invasion of Ukraine - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/1200px-2022_Russian_invasion_of_Ukraine.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/800px-2022_Russian_invasion_of_Ukraine.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/640px-2022_Russian_invasion_of_Ukraine.svg.png'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['807', '538', '430'], 'viewport': 'width=1000', 'og:title': '2022 Russian invasion of Ukraine - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': '2022 Russian invasion of Ukraine - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine', 'url_actual': 'https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine', 'encoding': 'utf-8'}, '_v': 1}"
14,https://en.wikipedia.org/wiki/32-bit,",{'og': {'title': '32-bit computing - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': '32-bit computing - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': '32-bit computing - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/32-bit_computing'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/32-bit', 'url_actual': 'https://en.wikipedia.org/wiki/32-bit', 'encoding': 'utf-8'}, '_v': 1}"
15,https://en.wikipedia.org/wiki/AA_tree,",{'og': {'title': 'AA tree - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'AA tree - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'AA tree - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/AA_tree'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/AA_tree', 'url_actual': 'https://en.wikipedia.org/wiki/AA_tree', 'encoding': 'utf-8'}, '_v': 1}"
16,https://en.wikipedia.org/wiki/ACM_Computing_Classification_System,",{'og': {'title': 'ACM Computing Classification System - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'ACM Computing Classification System - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'ACM Computing Classification System - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/ACM_Computing_Classification_System'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/ACM_Computing_Classification_System', 'url_actual': 'https://en.wikipedia.org/wiki/ACM_Computing_Classification_System', 'encoding': 'utf-8'}, '_v': 1}"
17,https://en.wikipedia.org/wiki/ACM_Fellow,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/1200px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/800px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/640px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png'], 'image:width': ['1200', '800', '640'], 'image:height': ['1200', '800', '640'], 'title': 'ACM Fellow - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/1200px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/800px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Association_for_Computing_Machinery_%28ACM%29_logo.svg/640px-Association_for_Computing_Machinery_%28ACM%29_logo.svg.png'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1200', '800', '640'], 'viewport': 'width=1000', 'og:title': 'ACM Fellow - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'ACM Fellow - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/ACM_Fellow'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/ACM_Fellow', 'url_actual': 'https://en.wikipedia.org/wiki/ACM_Fellow', 'encoding': 'utf-8'}, '_v': 1}"
18,https://en.wikipedia.org/wiki/ALGOL,",{'og': {'image': 'https://upload.wikimedia.org/wikipedia/commons/c/c8/1965_ALGOL-20_A_Language_Manual%2C_Fierst_et_al_-_cover.jpg', 'image:width': ['1200', '800', '640'], 'image:height': ['1550', '1033', '827'], 'title': 'ALGOL - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': 'https://upload.wikimedia.org/wikipedia/commons/c/c8/1965_ALGOL-20_A_Language_Manual%2C_Fierst_et_al_-_cover.jpg', 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1550', '1033', '827'], 'viewport': 'width=1000', 'og:title': 'ALGOL - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'ALGOL - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/ALGOL'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/ALGOL', 'url_actual': 'https://en.wikipedia.org/wiki/ALGOL', 'encoding': 'utf-8'}, '_v': 1}"
19,https://en.wikipedia.org/wiki/ALGOL_60,",{'og': {'title': 'ALGOL 60 - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'ALGOL 60 - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'ALGOL 60 - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/ALGOL_60'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/ALGOL_60', 'url_actual': 'https://en.wikipedia.org/wiki/ALGOL_60', 'encoding': 'utf-8'}, '_v': 1}"
20,https://en.wikipedia.org/wiki/ANobii,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/1200px-Anobii_Logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/800px-Anobii_Logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/640px-Anobii_Logo.svg.png'], 'image:width': ['1200', '800', '640'], 'image:height': ['443', '295', '236'], 'title': 'aNobii - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/1200px-Anobii_Logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/800px-Anobii_Logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Anobii_Logo.svg/640px-Anobii_Logo.svg.png'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['443', '295', '236'], 'viewport': 'width=1000', 'og:title': 'aNobii - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'aNobii - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/ANobii'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/ANobii', 'url_actual': 'https://en.wikipedia.org/wiki/ANobii', 'encoding': 'utf-8'}, '_v': 1}"
21,https://en.wikipedia.org/wiki/API,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/c/c0/Screenshot_of_NASA_API_documentation.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Screenshot_of_NASA_API_documentation.png/800px-Screenshot_of_NASA_API_documentation.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Screenshot_of_NASA_API_documentation.png/640px-Screenshot_of_NASA_API_documentation.png'], 'image:width': ['1200', '800', '640'], 'image:height': ['1789', '1193', '954'], 'title': 'API - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/c/c0/Screenshot_of_NASA_API_documentation.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Screenshot_of_NASA_API_documentation.png/800px-Screenshot_of_NASA_API_documentation.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Screenshot_of_NASA_API_documentation.png/640px-Screenshot_of_NASA_API_documentation.png'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1789', '1193', '954'], 'viewport': 'width=1000', 'og:title': 'API - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'API - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/API'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/API', 'url_actual': 'https://en.wikipedia.org/wiki/API', 'encoding': 'utf-8'}, '_v': 1}"
